recordID,scientificName,gbif_JSON,gbif_family,EOL-ID,genus,species,mo,dy,yr,date,period,plot,note1,stake,locality,coordinates,county,state,country,sex
5899,Amphispiza bilineata,,,,Amphispiza,bilineata,5,21,1982,1982-05-21T00:00:00Z,58,23,13,72,"FS Rd 25 4.6 mi S of FS Rd 300, Gifford Pinchot National Forest",,Lewis,Washington,UNITED STATES,
6051,Amphispiza bilineata,,,,Amphispiza,bilineata,6,28,1982,1982-06-28T00:00:00Z,59,10,13,74,Upper Hoh Rd 8.3 mi E of US 101,,Jefferson,Washington,UNITED STATES,
6370,Amphispiza bilineata,,,,Amphispiza,bilineata,8,15,1982,1982-08-15T00:00:00Z,61,6,13,44,Upper Hoh Rd 8.3 mi E of US 101,,Jefferson,Washington,UNITED STATES,
6377,Amphispiza bilineata,,,,Amphispiza,bilineata,8,15,1982,1982-08-15T00:00:00Z,61,23,13,47,Upper Hoh Rd 8.3 mi E of US 101,,Jefferson,Washington,UNITED STATES,
6398,Amphispiza bilineata,,,,Amphispiza,bilineata,8,15,1982,1982-08-15T00:00:00Z,61,23,13,62,Upper Hoh Rd 8.3 mi E of US 101,,Jefferson,Washington,UNITED STATES,
6404,Amphispiza bilineata,,,,Amphispiza,bilineata,8,15,1982,1982-08-15T00:00:00Z,61,23,13,66,"FS Rd 443 0.8 mi S of Selway River Rd, Nez Perce National Forest",46.082289|-115.425324,Idaho,Idaho,UNITED STATES,
6407,Amphispiza bilineata,,,,Amphispiza,bilineata,8,15,1982,1982-08-15T00:00:00Z,61,23,13,67,"Trib of Meadow Creek, FS Rd 443 2.6 mi S of FS Rd 223, Nez Perce National Forest",45.481902|-115.931183,Idaho,Idaho,UNITED STATES,
6415,Amphispiza bilineata,,,,Amphispiza,bilineata,8,15,1982,1982-08-15T00:00:00Z,61,23,13,75,"Trib of Meadow Creek, FS Rd 443 2.6 mi S of FS Rd 223, Nez Perce National Forest",45.481902|-115.931183,Idaho,Idaho,UNITED STATES,
6531,Amphispiza bilineata,,,,Amphispiza,bilineata,9,18,1982,1982-09-18T00:00:00Z,62,9,13,26,"near Red River Hotsprings, Nez Perce National Forest",45.809081|-115.473482,Idaho,Idaho,UNITED STATES,
6540,Amphispiza bilineata,,,,Amphispiza,bilineata,9,18,1982,1982-09-18T00:00:00Z,62,13,13,32,"Slate Creek Rd 10.2 mi E of US 95, Nez Perce National Forest",45.597618|-115.9427,Idaho,Idaho,UNITED STATES,
6580,Amphispiza bilineata,,,,Amphispiza,bilineata,9,18,1982,1982-09-18T00:00:00Z,62,6,13,67,"Slate Creek Rd 10.2 mi E of US 95, Nez Perce National Forest",45.597618|-115.9427,Idaho,Idaho,UNITED STATES,
6724,Amphispiza bilineata,,,,Amphispiza,bilineata,10,23,1982,1982-10-23T00:00:00Z,-62,8,5,51,"Slate Creek Rd 10.2 mi E of US 95, Nez Perce National Forest",45.597618|-115.9427,Idaho,Idaho,UNITED STATES,
7137,Amphispiza bilineata,,,,Amphispiza,bilineata,1,12,1983,1983-01-12T00:00:00Z,64,20,13,11,Burgdorf Rd 12.4 mi NW of Warren Wagon Rd,45.390995|-115.855953,Idaho,Idaho,UNITED STATES,
7138,Amphispiza bilineata,,,,Amphispiza,bilineata,1,12,1983,1983-01-12T00:00:00Z,64,20,13,12,Burgdorf Rd 12.4 mi NW of Warren Wagon Rd,45.390995|-115.855953,Idaho,Idaho,UNITED STATES,
7140,Amphispiza bilineata,,,,Amphispiza,bilineata,1,12,1983,1983-01-12T00:00:00Z,64,24,13,14,Burgdorf Rd 12.4 mi NW of Warren Wagon Rd,45.390995|-115.855953,Idaho,Idaho,UNITED STATES,
7143,Amphispiza bilineata,,,,Amphispiza,bilineata,1,12,1983,1983-01-12T00:00:00Z,64,20,13,14,FL; Franklin Co.; Apalachicola National Estuarine Sanctuary; near the Marshall House on bayside of island.,,NULL,NULL,UNITED STATES,
7146,Amphispiza bilineata,,,,Amphispiza,bilineata,1,12,1983,1983-01-12T00:00:00Z,64,12,13,16,FL; Palm Beach Co.; Sand pine scrub just W of DuBois Park on south side of Jupiter Inlet. Naturalized.,,NULL,NULL,UNITED STATES,
7150,Amphispiza bilineata,,,,Amphispiza,bilineata,1,12,1983,1983-01-12T00:00:00Z,64,20,13,17,"Florida; Pasco County; Just west of Blanton on FLA 41, ca. 2 miles east of US 75",,NULL,NULL,UNITED STATES,
7151,Amphispiza bilineata,,,,Amphispiza,bilineata,1,12,1983,1983-01-12T00:00:00Z,64,12,13,21,Florida; Leon County; near human habitation but in old hardwood forest with much beech and magnolia in ravine; on Ireland property near the Indian Mounds near Lake Jackson.,,NULL,NULL,UNITED STATES,
7171,Amphispiza bilineata,,,,Amphispiza,bilineata,1,12,1983,1983-01-12T00:00:00Z,64,20,13,33,"Florida; Leon County; in heavily wooded area, ca 1/2 mile N of entrance to Maclay Gardens State Park, Tallahassee.",,NULL,NULL,UNITED STATES,
7176,Amphispiza bilineata,,,,Amphispiza,bilineata,1,12,1983,1983-01-12T00:00:00Z,64,20,13,35,"Florida; Leon County; on wooded natural levee by the Apalachicola River, between Jim Woodruff Dam and U.S. Rt. 90 bridge, E of Sneads.",,NULL,NULL,UNITED STATES,
7180,Amphispiza bilineata,,,,Amphispiza,bilineata,1,12,1983,1983-01-12T00:00:00Z,64,20,13,36,Florida; Leon County; vicinity of the boat landing at the end of Rhoden Cove Road; west of Meridian road; on the SE shore of Lake Jackson; North of Tallahassee.,,NULL,NULL,UNITED STATES,
7183,Amphispiza bilineata,,,,Amphispiza,bilineata,1,12,1983,1983-01-12T00:00:00Z,64,19,13,42,"Florida; Jefferson County; by E edge of West Lake Rd.; near NE shore of Lake Miccosukee; 1.6 mi. S of jctn. with paved Green Rd.; SW 1/4 of NW 1/4 Sec 6, T2N R4E",,NULL,NULL,UNITED STATES,
7188,Amphispiza bilineata,,,,Amphispiza,bilineata,1,12,1983,1983-01-12T00:00:00Z,64,20,13,44,"Florida; Franklin County; floodplain of Cow Creek Landing just S of Ochlockonee River, ca. 1 mi E of hiway 319 at terminus of C-370, ca. 4.5 air mi S of town of Sopchoppy.",,NULL,NULL,UNITED STATES,
7207,Amphispiza bilineata,,,,Amphispiza,bilineata,1,12,1983,1983-01-12T00:00:00Z,64,12,13,55,"Florida; Alachua County; Mixed hardwood forest next to Williston Rd. (Hwy 331), South of Gainesville, FL, about 0.2 miles east of Hwy 121 (SW 34th Street) and 1 mile SW of Hwy 441 (Sec 3, T6S, R19E)",,NULL,NULL,UNITED STATES,
7303,Amphispiza bilineata,,,,Amphispiza,bilineata,1,13,1983,1983-01-13T00:00:00Z,64,2,13,72,Florida; Leon County; Tallahassee,,NULL,NULL,UNITED STATES,
7342,Amphispiza bilineata,,,,Amphispiza,bilineata,2,26,1983,1983-02-26T00:00:00Z,65,24,13,37,"at Waikamoi trail, Maui, Hawaii",,NULL,NULL,UNITED STATES,
7346,Amphispiza bilineata,,,,Amphispiza,bilineata,2,26,1983,1983-02-26T00:00:00Z,65,24,13,46,"at Keopuka, Maui, Hawaii",,NULL,NULL,UNITED STATES,
7360,Amphispiza bilineata,,,,Amphispiza,bilineata,2,26,1983,1983-02-26T00:00:00Z,65,24,13,67,"at Keanae Arboretum, Maui, Hawaii",,NULL,NULL,UNITED STATES,
7377,Amphispiza bilineata,,,,Amphispiza,bilineata,2,27,1983,1983-02-27T00:00:00Z,65,13,13,15,Florida; Dade County; in Miami Beach,,NULL,NULL,UNITED STATES,
7379,Amphispiza bilineata,,,,Amphispiza,bilineata,2,27,1983,1983-02-27T00:00:00Z,65,20,13,16,Florida; Brevard County; Erna Nixon Hammock; property owned by Melbourne Village.,,NULL,NULL,UNITED STATES,
7397,Amphispiza bilineata,,,,Amphispiza,bilineata,2,27,1983,1983-02-27T00:00:00Z,65,20,13,33,Florida; Martin County; Jonathan Dickinson State Park,,NULL,NULL,UNITED STATES,
7405,Amphispiza bilineata,,,,Amphispiza,bilineata,2,27,1983,1983-02-27T00:00:00Z,65,23,13,41,Florida; Lee County; Caloosahatchee Regional Park,,NULL,NULL,UNITED STATES,
7436,Amphispiza bilineata,,,,Amphispiza,bilineata,2,27,1983,1983-02-27T00:00:00Z,65,23,13,66,FL; Franklin Co.; between hiway 98 and the river opposite 3rd Street W in Carrabelle.,,NULL,NULL,UNITED STATES,
7441,Amphispiza bilineata,,,,Amphispiza,bilineata,2,27,1983,1983-02-27T00:00:00Z,65,3,13,71,FL; Bay Co.; outside fence row bordering roadside dep.,,NULL,NULL,UNITED STATES,
7465,Amphispiza bilineata,,,,Amphispiza,bilineata,3,14,1983,1983-03-14T00:00:00Z,66,13,13,14,Denkanikota,,Krishnagiri,Tamil Name,INDIA,
7527,Amphispiza bilineata,,,,Amphispiza,bilineata,3,14,1983,1983-03-14T00:00:00Z,66,13,13,72,"Kings Park & Botanic Garden, Fraser Avenue, West Perth WA 6005",,NULL,NULL,AUSTRALIA,
7547,Amphispiza bilineata,,,,Amphispiza,bilineata,3,15,1983,1983-03-15T00:00:00Z,66,9,13,13,"Kings Park & Botanic Garden, Fraser Avenue, West Perth WA 6005",,NULL,NULL,AUSTRALIA,
7550,Amphispiza bilineata,,,,Amphispiza,bilineata,3,15,1983,1983-03-15T00:00:00Z,66,6,13,14,"Kings Park & Botanic Garden, Fraser Avenue, West Perth WA 6005",,NULL,NULL,AUSTRALIA,
7594,Amphispiza bilineata,,,,Amphispiza,bilineata,3,15,1983,1983-03-15T00:00:00Z,66,2,13,46,"Kings Park & Botanic Garden, Fraser Avenue, West Perth WA 6005",,NULL,NULL,AUSTRALIA,
7595,Amphispiza bilineata,,,,Amphispiza,bilineata,3,15,1983,1983-03-15T00:00:00Z,66,1,13,47,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
7597,Amphispiza bilineata,,,,Amphispiza,bilineata,3,15,1983,1983-03-15T00:00:00Z,66,6,13,47,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
7611,Amphispiza bilineata,,,,Amphispiza,bilineata,3,15,1983,1983-03-15T00:00:00Z,66,2,13,63,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
7614,Amphispiza bilineata,,,,Amphispiza,bilineata,3,15,1983,1983-03-15T00:00:00Z,66,2,13,64,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
7711,Amphispiza bilineata,,,,Amphispiza,bilineata,4,16,1983,1983-04-16T00:00:00Z,67,23,13,76,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
7911,Amphispiza bilineata,,,,Amphispiza,bilineata,5,15,1983,1983-05-15T00:00:00Z,68,10,13,53,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
8052,Amphispiza bilineata,,,,Amphispiza,bilineata,6,18,1983,1983-06-18T00:00:00Z,69,4,13,77,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
8056,Amphispiza bilineata,,,,Amphispiza,bilineata,7,16,1983,1983-07-16T00:00:00Z,70,24,13,12,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
8193,Amphispiza bilineata,,,,Amphispiza,bilineata,8,15,1983,1983-08-15T00:00:00Z,71,22,13,55,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
8289,Amphispiza bilineata,,,,Amphispiza,bilineata,9,10,1983,1983-09-10T00:00:00Z,72,20,13,23,"Bush, W side of Albany Highway, ca. 50 km N of Mount Barker, N of turn-off to Cranbrook, in neighborhood of Trevelen Farm Winery, Western Australia",,NULL,NULL,AUSTRALIA,
8403,Amphispiza bilineata,,,,Amphispiza,bilineata,9,11,1983,1983-09-11T00:00:00Z,72,4,13,67,"Bush, W side of Albany Highway, ca. 50 km N of Mount Barker, N of turn-off to Cranbrook, in neighborhood of Trevelen Farm Winery, Western Australia",,NULL,NULL,AUSTRALIA,
8697,Amphispiza bilineata,,,,Amphispiza,bilineata,12,8,1983,1983-12-08T00:00:00Z,75,20,13,14,,,Franklin,Florida,United States of America,
8750,Amphispiza bilineata,,,,Amphispiza,bilineata,12,9,1983,1983-12-09T00:00:00Z,75,3,13,12,FL; Lee Co.; hammock forest; west of Bonita Beach.,,NULL,NULL,UNITED STATES,
8882,Amphispiza bilineata,,,,Amphispiza,bilineata,2,5,1984,1984-02-05T00:00:00Z,76,8,13,27,FL; Franklin Co.; St.Vincent Island,,NULL,NULL,UNITED STATES,
9015,Amphispiza bilineata,,,,Amphispiza,bilineata,4,9,1984,1984-04-09T00:00:00Z,78,20,13,67,FL; Leon Co.; Elinor Klapp-Phipps Park,,NULL,NULL,UNITED STATES,
9248,Amphispiza bilineata,,,,Amphispiza,bilineata,5,28,1984,1984-05-28T00:00:00Z,79,7,13,17,"FL; Wakulla Co.; woods; sect 7, T4S, R3W, Tallahassee meridian; 30 mi. sw Tallahassee.",,NULL,NULL,UNITED STATES,
9287,Amphispiza bilineata,,,,Amphispiza,bilineata,7,3,1984,1984-07-03T00:00:00Z,80,12,13,11,"(Camporee Field) at Wallwood Boy Scout Reservation on Ocklawaha Arm of Lake Talquin, ca. 10 air mi S of Quincy.",30.441776|-84.58333,Gadsden,Florida,United States of America,
9370,Amphispiza bilineata,,,,Amphispiza,bilineata,7,4,1984,1984-07-04T00:00:00Z,80,3,13,77,FL; Franklin Co.; Tates Hell Swamp; Big Slough Branch of Whiskey George Creek; along North Boundary Rd,,NULL,NULL,UNITED STATES,
9386,Amphispiza bilineata,,,,Amphispiza,bilineata,7,31,1984,1984-07-31T00:00:00Z,81,6,13,36,"Florida; ; Floating in Withlachoochee River at Istachatta, Florida.",,NULL,NULL,UNITED STATES,
9389,Amphispiza bilineata,,,,Amphispiza,bilineata,7,31,1984,1984-07-31T00:00:00Z,81,23,13,47,valley,,Siligury,West bengal,INDIA,
9416,Amphispiza bilineata,,,,Amphispiza,bilineata,8,1,1984,1984-08-01T00:00:00Z,81,2,13,11,FL; Franklin Co.; just N of Avenue B in town of Apalachicola.,,NULL,NULL,UNITED STATES,
9484,Amphispiza bilineata,,,,Amphispiza,bilineata,8,25,1984,1984-08-25T00:00:00Z,82,6,13,71,"FL; Bay Co.; bordering Moccasin Creek at Blue Springs Road bridge, N of Bennett (1.8 mi S of Rte 20)",,NULL,NULL,UNITED STATES,
9569,Amphispiza bilineata,,,,Amphispiza,bilineata,9,30,1984,1984-09-30T00:00:00Z,83,15,13,14,"FL; Bay Co.; pasture; just E of Rte 77 on N side of Southport; T2S, R14W, NE1/4 SE1/4 Sec 21",,NULL,NULL,UNITED STATES,
9602,Amphispiza bilineata,,,,Amphispiza,bilineata,9,30,1984,1984-09-30T00:00:00Z,83,5,13,71,"FL; Manatee Co.; Dunes, Anna Maria Key",,NULL,NULL,UNITED STATES,
9690,Amphispiza bilineata,,,,Amphispiza,bilineata,10,21,1984,1984-10-21T00:00:00Z,84,1,13,47,"FL; Leon Co.; Elinor Klapp-Phipps Park (W of Meridian Rd, N of Tallahassee)",,NULL,NULL,UNITED STATES,
9828,Amphispiza bilineata,,,,Amphispiza,bilineata,1,19,1985,1985-01-19T00:00:00Z,86,14,13,43,FL; Franklin Co.; Dog Island; bordering large inland marsh between old dump area and the powerstation.,,NULL,NULL,UNITED STATES,
9861,Amphispiza bilineata,,,,Amphispiza,bilineata,1,20,1985,1985-01-20T00:00:00Z,86,10,13,11,"FL; Orange Co.; in lowland woods and around clearings of bay forests, east of taxiways at McCoy Field, Orlando.",,NULL,NULL,UNITED STATES,
9895,Amphispiza bilineata,,,,Amphispiza,bilineata,1,20,1985,1985-01-20T00:00:00Z,86,9,13,45,"FL; Hernando Co.; Along US 41, 2 miles n. of Brooksville; low, grazed meadow at Croom Road; fence row along US 41.",,NULL,NULL,UNITED STATES,
9941,Amphispiza bilineata,,,,Amphispiza,bilineata,2,16,1985,1985-02-16T00:00:00Z,87,12,13,27,Florida; Gulf County; E side of,,NULL,NULL,UNITED STATES,
10474,Amphispiza bilineata,,,,Amphispiza,bilineata,6,15,1985,1985-06-15T00:00:00Z,90,22,13,64,Florida; Gulf County; E side of,,NULL,NULL,UNITED STATES,
10609,Amphispiza bilineata,,,,Amphispiza,bilineata,7,24,1985,1985-07-24T00:00:00Z,91,10,13,53,Florida; Gulf County; E side of,,NULL,NULL,UNITED STATES,
10765,Amphispiza bilineata,,,,Amphispiza,bilineata,9,21,1985,1985-09-21T00:00:00Z,93,19,13,55,Florida; Gulf County; E side of,,NULL,NULL,UNITED STATES,
10963,Amphispiza bilineata,,,,Amphispiza,bilineata,11,16,1985,1985-11-16T00:00:00Z,95,12,13,16,Florida; Gulf County; E side of,,NULL,NULL,UNITED STATES,
10970,Amphispiza bilineata,,,,Amphispiza,bilineata,11,16,1985,1985-11-16T00:00:00Z,95,12,13,24,Florida; Gulf County; E side of,,NULL,NULL,UNITED STATES,
10975,Amphispiza bilineata,,,,Amphispiza,bilineata,11,16,1985,1985-11-16T00:00:00Z,95,24,13,32,"Damien, Haiti",,NULL,NULL,HT,
11095,Amphispiza bilineata,,,,Amphispiza,bilineata,12,7,1985,1985-12-07T00:00:00Z,96,12,13,15,"Damien, Haiti",,NULL,NULL,HT,
11130,Amphispiza bilineata,,,,Amphispiza,bilineata,12,7,1985,1985-12-07T00:00:00Z,96,17,13,61,"Damien, Haiti",,NULL,NULL,HT,
11200,Amphispiza bilineata,,,,Amphispiza,bilineata,12,8,1985,1985-12-08T00:00:00Z,96,7,13,55,"Damien, Haiti",,NULL,NULL,HT,
11222,Amphispiza bilineata,,,,Amphispiza,bilineata,12,8,1985,1985-12-08T00:00:00Z,96,7,13,74,"Damien, Haiti",,NULL,NULL,HT,
11301,Amphispiza bilineata,,,,Amphispiza,bilineata,3,9,1986,1986-03-09T00:00:00Z,97,13,13,31,"New Orleans, La.",,NULL,NULL,US,
11342,Amphispiza bilineata,,,,Amphispiza,bilineata,4,12,1986,1986-04-12T00:00:00Z,98,6,13,13,"New Orleans, La.",,NULL,NULL,US,
11449,Amphispiza bilineata,,,,Amphispiza,bilineata,5,10,1986,1986-05-10T00:00:00Z,99,6,13,23,"New Orleans, La.",,NULL,NULL,US,
11487,Amphispiza bilineata,,,,Amphispiza,bilineata,5,10,1986,1986-05-10T00:00:00Z,99,14,13,75,"New Orleans, La.",,NULL,NULL,US,
12081,Amphispiza bilineata,,,,Amphispiza,bilineata,12,14,1986,1986-12-14T00:00:00Z,106,16,13,22,"New Orleans, La.",,NULL,NULL,US,
12211,Amphispiza bilineata,,,,Amphispiza,bilineata,1,31,1987,1987-01-31T00:00:00Z,107,23,13,53,"Port-au-Prince, Haiti",,NULL,NULL,HT,
12246,Amphispiza bilineata,,,,Amphispiza,bilineata,2,1,1987,1987-02-01T00:00:00Z,107,2,13,16,"Port-au-Prince, Haiti",,NULL,NULL,HT,
12254,Amphispiza bilineata,,,,Amphispiza,bilineata,2,1,1987,1987-02-01T00:00:00Z,107,13,13,24,"Port-au-Prince, Haiti",,NULL,NULL,HT,
12260,Amphispiza bilineata,,,,Amphispiza,bilineata,2,1,1987,1987-02-01T00:00:00Z,107,15,13,31,"Port-au-Prince, Haiti",,NULL,NULL,HT,
12293,Amphispiza bilineata,,,,Amphispiza,bilineata,2,1,1987,1987-02-01T00:00:00Z,107,7,13,64,"Port-au-Prince, Haiti",,NULL,NULL,HT,
12345,Amphispiza bilineata,,,,Amphispiza,bilineata,3,1,1987,1987-03-01T00:00:00Z,108,20,13,31,"Port-au-Prince, Haiti",,NULL,NULL,HT,
12354,Amphispiza bilineata,,,,Amphispiza,bilineata,3,1,1987,1987-03-01T00:00:00Z,108,12,13,37,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
12368,Amphispiza bilineata,,,,Amphispiza,bilineata,3,1,1987,1987-03-01T00:00:00Z,108,12,13,51,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
12374,Amphispiza bilineata,,,,Amphispiza,bilineata,3,1,1987,1987-03-01T00:00:00Z,108,20,13,62,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
12382,Amphispiza bilineata,,,,Amphispiza,bilineata,3,1,1987,1987-03-01T00:00:00Z,108,23,13,67,Bombuscaro - Podocarpus National Park (1050m-B),,NULL,Zamora-Chinchipe Province,ECUADOR,
12387,Amphispiza bilineata,,,,Amphispiza,bilineata,3,1,1987,1987-03-01T00:00:00Z,108,14,13,76,Bombuscaro - Podocarpus National Park (1050m-B),,NULL,Zamora-Chinchipe Province,ECUADOR,
12405,Amphispiza bilineata,,,,Amphispiza,bilineata,3,2,1987,1987-03-02T00:00:00Z,108,3,13,16,Bombuscaro - Podocarpus National Park (1050m-B),,NULL,Zamora-Chinchipe Province,ECUADOR,
12418,Amphispiza bilineata,,,,Amphispiza,bilineata,3,2,1987,1987-03-02T00:00:00Z,108,7,13,27,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
12444,Amphispiza bilineata,,,,Amphispiza,bilineata,3,2,1987,1987-03-02T00:00:00Z,108,7,13,51,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
12510,Amphispiza bilineata,,,,Amphispiza,bilineata,4,4,1987,1987-04-04T00:00:00Z,109,20,13,51,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
12525,Amphispiza bilineata,,,,Amphispiza,bilineata,4,4,1987,1987-04-04T00:00:00Z,109,16,13,71,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
12537,Amphispiza bilineata,,,,Amphispiza,bilineata,4,6,1987,1987-04-06T00:00:00Z,109,9,13,13,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
12542,Amphispiza bilineata,,,,Amphispiza,bilineata,4,6,1987,1987-04-06T00:00:00Z,109,15,13,15,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
12575,Amphispiza bilineata,,,,Amphispiza,bilineata,4,6,1987,1987-04-06T00:00:00Z,109,15,13,45,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
12594,Amphispiza bilineata,,,,Amphispiza,bilineata,4,6,1987,1987-04-06T00:00:00Z,109,15,13,65,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
12600,Amphispiza bilineata,,,,Amphispiza,bilineata,4,6,1987,1987-04-06T00:00:00Z,109,15,13,67,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
12669,Amphispiza bilineata,,,,Amphispiza,bilineata,4,25,1987,1987-04-25T00:00:00Z,110,24,13,77,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
12768,Amphispiza bilineata,,,,Amphispiza,bilineata,5,28,1987,1987-05-28T00:00:00Z,111,16,13,23,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
12794,Amphispiza bilineata,,,,Amphispiza,bilineata,5,28,1987,1987-05-28T00:00:00Z,111,24,13,36,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
12884,Amphispiza bilineata,,,,Amphispiza,bilineata,5,28,1987,1987-05-28T00:00:00Z,111,8,13,77,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
13321,Amphispiza bilineata,,,,Amphispiza,bilineata,8,26,1987,1987-08-26T00:00:00Z,114,2,13,65,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
13328,Amphispiza bilineata,,,,Amphispiza,bilineata,8,26,1987,1987-08-26T00:00:00Z,114,3,13,72,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
13442,Amphispiza bilineata,,,,Amphispiza,bilineata,9,27,1987,1987-09-27T00:00:00Z,115,7,13,37,Copalinga Private Reserve-red trail (1420m),,NULL,Zamora-Chinchipe Province,ECUADOR,
13636,Amphispiza bilineata,,,,Amphispiza,bilineata,10,25,1987,1987-10-25T00:00:00Z,116,13,13,74,Copalinga Private Reserve-red trail (1420m),,NULL,Zamora-Chinchipe Province,ECUADOR,
13659,Amphispiza bilineata,,,,Amphispiza,bilineata,11,21,1987,1987-11-21T00:00:00Z,117,6,13,16,Copalinga Private Reserve-red trail (1420m),,NULL,Zamora-Chinchipe Province,ECUADOR,
13684,Amphispiza bilineata,,,,Amphispiza,bilineata,11,21,1987,1987-11-21T00:00:00Z,117,12,13,41,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
13775,Amphispiza bilineata,,,,Amphispiza,bilineata,11,22,1987,1987-11-22T00:00:00Z,117,7,13,35,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
13790,Amphispiza bilineata,,,,Amphispiza,bilineata,11,22,1987,1987-11-22T00:00:00Z,117,7,13,45,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
13829,Amphispiza bilineata,,,,Amphispiza,bilineata,11,22,1987,1987-11-22T00:00:00Z,117,13,13,73,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
13832,Amphispiza bilineata,,,,Amphispiza,bilineata,11,22,1987,1987-11-22T00:00:00Z,117,15,13,74,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
13856,Amphispiza bilineata,,,,Amphispiza,bilineata,1,23,1988,1988-01-23T00:00:00Z,118,21,13,25,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
13897,Amphispiza bilineata,,,,Amphispiza,bilineata,1,23,1988,1988-01-23T00:00:00Z,118,24,13,67,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
13901,Amphispiza bilineata,,,,Amphispiza,bilineata,1,23,1988,1988-01-23T00:00:00Z,118,17,13,73,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
13923,Amphispiza bilineata,,,,Amphispiza,bilineata,1,24,1988,1988-01-24T00:00:00Z,118,13,13,13,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
13979,Amphispiza bilineata,,,,Amphispiza,bilineata,1,24,1988,1988-01-24T00:00:00Z,118,13,13,64,Copalinga Private Reserve-red trail (1420m),,NULL,Zamora-Chinchipe Province,ECUADOR,
14008,Amphispiza bilineata,,,,Amphispiza,bilineata,2,21,1988,1988-02-21T00:00:00Z,119,12,13,11,Copalinga Private Reserve-red trail (1420m),,NULL,Zamora-Chinchipe Province,ECUADOR,
14010,Amphispiza bilineata,,,,Amphispiza,bilineata,2,21,1988,1988-02-21T00:00:00Z,119,24,13,12,Copalinga Private Reserve-red trail (1420m),,NULL,Zamora-Chinchipe Province,ECUADOR,
14016,Amphispiza bilineata,,,,Amphispiza,bilineata,2,21,1988,1988-02-21T00:00:00Z,119,21,13,16,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
